Activity ID,Activity Name,Original Duration,Remaining Duration,Baseline Start,Baseline Finish,Start,Finish,Total Float,task_code,status_code,wbs_id,task_name,pred_list,pred_details,succ_list,succ_details,start_date,end_date,delete_record_flag_x,predtask__projwbs__wbs_full_name,task__projwbs__wbs_full_name,predtask__task_name,task__task_name,pred_task_id,task_id,pred_type,PREDTASK__status_code,TASK__status_code,lag_hr_cnt,delete_record_flag_y,Delay_Duration,Delay_Status,Predecessor_Count,Successor_Count
HE-PI-0420,"Re-Issue after incorporating HAZOP /Review Comments - 52"" Pipeline SWEIHAN CRS",10,0,2023-11-08,2023-11-22,08-Nov-23 A,22-Nov-23 A,,HE-PI-0420,Completed,P2543-R01-Oct24..1.EN.7.24.13,"Re-Issue after incorporating HAZOP /Review Comments - 52"" Pipeline SWEIHAN CRS","HE-PI-0410, HE-PR-0070, HE-TS-0010, HE-PR-1200","HE-PI-0410: FS, HE-PR-0070: FS, HE-TS-0010: FS, HE-PR-1200: FS","HE-CS-1270, HE-PI-0430, HE-PI-0660, HE-HS-0250, HE-CS-1030, HE-PI-0490","HE-CS-1270: FS, HE-PI-0430: FS, HE-PI-0660: FS, HE-HS-0250: FS, HE-CS-1030: FS, HE-PI-0490: SS",2023-11-08 00:00:00,2023-11-22 00:00:00,,P2543-R01-Oct24..1.EN.2.2 Topographical Survey Report,"P2543-R01-Oct24..1.EN.7.24.13 Overall Plot Plan - 52"" Pipeline SWEIHAN CRS",Issue ICR-Topographical Survey Report (Overall),"Re-Issue after incorporating HAZOP /Review Comments - 52"" Pipeline SWEIHAN CRS",HE-TS-0010,HE-PI-0420,FS,Completed,Completed,0,,0,2,4,6
HE-PI-0420,"Re-Issue after incorporating HAZOP /Review Comments - 52"" Pipeline SWEIHAN CRS",10,0,2023-11-08,2023-11-22,08-Nov-23 A,22-Nov-23 A,,HE-PI-0420,Completed,P2543-R01-Oct24..1.EN.7.24.13,"Re-Issue after incorporating HAZOP /Review Comments - 52"" Pipeline SWEIHAN CRS","HE-PI-0410, HE-PR-0070, HE-TS-0010, HE-PR-1200","HE-PI-0410: FS, HE-PR-0070: FS, HE-TS-0010: FS, HE-PR-1200: FS","HE-CS-1270, HE-PI-0430, HE-PI-0660, HE-HS-0250, HE-CS-1030, HE-PI-0490","HE-CS-1270: FS, HE-PI-0430: FS, HE-PI-0660: FS, HE-HS-0250: FS, HE-CS-1030: FS, HE-PI-0490: SS",2023-11-08 00:00:00,2023-11-22 00:00:00,,P2543-R01-Oct24..1.EN.3.19 Heat & Material Balance,"P2543-R01-Oct24..1.EN.7.24.13 Overall Plot Plan - 52"" Pipeline SWEIHAN CRS",Re-Issue after incorporating Review Comments-  H&MB Report,"Re-Issue after incorporating HAZOP /Review Comments - 52"" Pipeline SWEIHAN CRS",HE-PR-1200,HE-PI-0420,FS,Completed,Completed,0,,0,2,4,6
HE-PI-0430,"Obtain Company Approval- Overall Plot Plan - 52"" Pipeline SWEIHAN CRS",10,0,2024-01-09,2024-01-23,09-Jan-24 A,23-Jan-24 A,,HE-PI-0430,Completed,P2543-R01-Oct24..1.EN.7.24.13,"Obtain Company Approval- Overall Plot Plan - 52"" Pipeline SWEIHAN CRS",HE-PI-0420,HE-PI-0420: FS,HE-PI-0440,HE-PI-0440: FS,2024-01-09 00:00:00,2024-01-23 00:00:00,,"P2543-R01-Oct24..1.EN.7.24.13 Overall Plot Plan - 52"" Pipeline SWEIHAN CRS","P2543-R01-Oct24..1.EN.7.24.13 Overall Plot Plan - 52"" Pipeline SWEIHAN CRS","Re-Issue after incorporating HAZOP /Review Comments - 52"" Pipeline SWEIHAN CRS","Obtain Company Approval- Overall Plot Plan - 52"" Pipeline SWEIHAN CRS",HE-PI-0420,HE-PI-0430,FS,Completed,Completed,0,,0,2,1,1
HE-PI-0460,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",9,0,2023-09-15,2023-09-28,15-Sep-23 A,28-Sep-23 A,,HE-PI-0460,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline","HE-PI-0390, HE-PR-0040, HE-PR-1240, HE-PI-0320","HE-PI-0390: SS, HE-PR-0040: FS, HE-PR-1240: FS, HE-PI-0320: SS 5","HE-PL-3580, HE-PI-0530, HE-PI-0470, HE-PL-2690, HE-WS-0030, HE-PI-0130, HE-WS-0050, HC-GN-0250, HE-WS-0090","HE-PL-3580: FS, HE-PI-0530: SS 5, HE-PI-0470: FS, HE-PL-2690: FS, HE-WS-0030: FS, HE-PI-0130: FS, HE-WS-0050: FS, HC-GN-0250: FS, HE-WS-0090: FS",2023-09-15 00:00:00,2023-09-28 00:00:00,,"P2543-R01-Oct24..1.EN.7.24.13 Overall Plot Plan - 52"" Pipeline SWEIHAN CRS","P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","Issue ICR- Overall Plot Plan-52"" Pipeline SWEIHAN CRS","Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PI-0390,HE-PI-0460,SS,Completed,Completed,0,,0,2,4,9
HE-PI-0460,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",9,0,2023-09-15,2023-09-28,15-Sep-23 A,28-Sep-23 A,,HE-PI-0460,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline","HE-PI-0390, HE-PR-0040, HE-PR-1240, HE-PI-0320","HE-PI-0390: SS, HE-PR-0040: FS, HE-PR-1240: FS, HE-PI-0320: SS 5","HE-PL-3580, HE-PI-0530, HE-PI-0470, HE-PL-2690, HE-WS-0030, HE-PI-0130, HE-WS-0050, HC-GN-0250, HE-WS-0090","HE-PL-3580: FS, HE-PI-0530: SS 5, HE-PI-0470: FS, HE-PL-2690: FS, HE-WS-0030: FS, HE-PI-0130: FS, HE-WS-0050: FS, HC-GN-0250: FS, HE-WS-0090: FS",2023-09-15 00:00:00,2023-09-28 00:00:00,,P2543-R01-Oct24..1.EN.3.7 Process Flow Diagrams,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline",Issue ICR- Process Flow Diagrams ( New + Existing),"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PR-0040,HE-PI-0460,FS,Completed,Completed,0,,0,2,4,9
HE-PI-0460,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",9,0,2023-09-15,2023-09-28,15-Sep-23 A,28-Sep-23 A,,HE-PI-0460,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline","HE-PI-0390, HE-PR-0040, HE-PR-1240, HE-PI-0320","HE-PI-0390: SS, HE-PR-0040: FS, HE-PR-1240: FS, HE-PI-0320: SS 5","HE-PL-3580, HE-PI-0530, HE-PI-0470, HE-PL-2690, HE-WS-0030, HE-PI-0130, HE-WS-0050, HC-GN-0250, HE-WS-0090","HE-PL-3580: FS, HE-PI-0530: SS 5, HE-PI-0470: FS, HE-PL-2690: FS, HE-WS-0030: FS, HE-PI-0130: FS, HE-WS-0050: FS, HC-GN-0250: FS, HE-WS-0090: FS",2023-09-15 00:00:00,2023-09-28 00:00:00,,P2543-R01-Oct24..1.EN.3.19 Heat & Material Balance,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline",Issue ICR- H&MB Report,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PR-1240,HE-PI-0460,FS,Completed,Completed,0,,0,2,4,9
HE-PI-0460,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",9,0,2023-09-15,2023-09-28,15-Sep-23 A,28-Sep-23 A,,HE-PI-0460,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline","HE-PI-0390, HE-PR-0040, HE-PR-1240, HE-PI-0320","HE-PI-0390: SS, HE-PR-0040: FS, HE-PR-1240: FS, HE-PI-0320: SS 5","HE-PL-3580, HE-PI-0530, HE-PI-0470, HE-PL-2690, HE-WS-0030, HE-PI-0130, HE-WS-0050, HC-GN-0250, HE-WS-0090","HE-PL-3580: FS, HE-PI-0530: SS 5, HE-PI-0470: FS, HE-PL-2690: FS, HE-WS-0030: FS, HE-PI-0130: FS, HE-WS-0050: FS, HC-GN-0250: FS, HE-WS-0090: FS",2023-09-15 00:00:00,2023-09-28 00:00:00,,"P2543-R01-Oct24..1.EN.7.24.11 Overall Plot Plan - 56"" Pipeline Launcher and metering Station (Habshan Complex)","P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","Issue ICR- Overall Plot Plan- 56"" Pipeline Launcher and metering Station (Habshan Complex)","Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PI-0320,HE-PI-0460,SS,Completed,Completed,5,,0,2,4,9
HE-PI-0470,"Receive Company Comments- Overall Plot Plan - 4"" N2 Source Pipeline",9,0,2023-10-02,2023-10-13,02-Oct-23 A,13-Oct-23 A,,HE-PI-0470,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Receive Company Comments- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PI-0460,HE-PI-0460: FS,"HE-PI-0480, HE-WS-0020","HE-PI-0480: FS, HE-WS-0020: FS",2023-10-02 00:00:00,2023-10-13 00:00:00,,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline","Receive Company Comments- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PI-0460,HE-PI-0470,FS,Completed,Completed,0,,0,2,1,2
HE-PI-0480,"Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline",6,0,2023-10-30,2023-11-07,30-Oct-23 A,07-Nov-23 A,,HE-PI-0480,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline","HE-PR-1250, HE-PI-0470, HE-PR-0060","HE-PR-1250: FS, HE-PI-0470: FS, HE-PR-0060: FS","ML1012-B06, HE-PI-0490","ML1012-B06: FS, HE-PI-0490: FS",2023-10-30 00:00:00,2023-11-07 00:00:00,,P2543-R01-Oct24..1.EN.3.19 Heat & Material Balance,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline",Receive Company Comments-  H&MB Report,"Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PR-1250,HE-PI-0480,FS,Completed,Completed,0,,0,2,3,2
HE-PI-0480,"Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline",6,0,2023-10-30,2023-11-07,30-Oct-23 A,07-Nov-23 A,,HE-PI-0480,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline","HE-PR-1250, HE-PI-0470, HE-PR-0060","HE-PR-1250: FS, HE-PI-0470: FS, HE-PR-0060: FS","ML1012-B06, HE-PI-0490","ML1012-B06: FS, HE-PI-0490: FS",2023-10-30 00:00:00,2023-11-07 00:00:00,,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","Receive Company Comments- Overall Plot Plan - 4"" N2 Source Pipeline","Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PI-0470,HE-PI-0480,FS,Completed,Completed,0,,0,2,3,2
HE-PI-0480,"Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline",6,0,2023-10-30,2023-11-07,30-Oct-23 A,07-Nov-23 A,,HE-PI-0480,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline","HE-PR-1250, HE-PI-0470, HE-PR-0060","HE-PR-1250: FS, HE-PI-0470: FS, HE-PR-0060: FS","ML1012-B06, HE-PI-0490","ML1012-B06: FS, HE-PI-0490: FS",2023-10-30 00:00:00,2023-11-07 00:00:00,,P2543-R01-Oct24..1.EN.3.7 Process Flow Diagrams,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline",Re-Issue for HAZOP Studies- Process Flow Diagrams ( New + Existing),"Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PR-0060,HE-PI-0480,FS,Completed,Completed,0,,0,2,3,2
HE-PI-0490,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",10,0,2023-11-08,2023-11-22,08-Nov-23 A,22-Nov-23 A,,HE-PI-0490,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline","HE-PR-0070, HE-TS-0010, HE-PI-0480, HE-PI-0420, HE-PR-1200, HE-TS-330","HE-PR-0070: FS, HE-TS-0010: FS, HE-PI-0480: FS, HE-PI-0420: SS, HE-PR-1200: FS, HE-TS-330: FS","HE-PI-0500, HE-CS-1030, HE-CS-1270, HE-PI-0720, HE-HS-0250","HE-PI-0500: FS, HE-CS-1030: FS, HE-CS-1270: FS, HE-PI-0720: FS, HE-HS-0250: FS",2023-11-08 00:00:00,2023-11-22 00:00:00,,P2543-R01-Oct24..1.EN.3.7 Process Flow Diagrams,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline",Re-Issue after incorporating HAZOP /Review Comments- Process Flow Diagrams ( New + Existing),"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",HE-PR-0070,HE-PI-0490,FS,Completed,Completed,0,,0,2,6,5
HE-PI-0490,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",10,0,2023-11-08,2023-11-22,08-Nov-23 A,22-Nov-23 A,,HE-PI-0490,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline","HE-PR-0070, HE-TS-0010, HE-PI-0480, HE-PI-0420, HE-PR-1200, HE-TS-330","HE-PR-0070: FS, HE-TS-0010: FS, HE-PI-0480: FS, HE-PI-0420: SS, HE-PR-1200: FS, HE-TS-330: FS","HE-PI-0500, HE-CS-1030, HE-CS-1270, HE-PI-0720, HE-HS-0250","HE-PI-0500: FS, HE-CS-1030: FS, HE-CS-1270: FS, HE-PI-0720: FS, HE-HS-0250: FS",2023-11-08 00:00:00,2023-11-22 00:00:00,,P2543-R01-Oct24..1.EN.2.2 Topographical Survey Report,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline",Issue ICR-Topographical Survey Report (Overall),"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",HE-TS-0010,HE-PI-0490,FS,Completed,Completed,0,,0,2,6,5
HE-PI-0490,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",10,0,2023-11-08,2023-11-22,08-Nov-23 A,22-Nov-23 A,,HE-PI-0490,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline","HE-PR-0070, HE-TS-0010, HE-PI-0480, HE-PI-0420, HE-PR-1200, HE-TS-330","HE-PR-0070: FS, HE-TS-0010: FS, HE-PI-0480: FS, HE-PI-0420: SS, HE-PR-1200: FS, HE-TS-330: FS","HE-PI-0500, HE-CS-1030, HE-CS-1270, HE-PI-0720, HE-HS-0250","HE-PI-0500: FS, HE-CS-1030: FS, HE-CS-1270: FS, HE-PI-0720: FS, HE-HS-0250: FS",2023-11-08 00:00:00,2023-11-22 00:00:00,,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline","Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",HE-PI-0480,HE-PI-0490,FS,Completed,Completed,0,,0,2,6,5
HE-PI-0490,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",10,0,2023-11-08,2023-11-22,08-Nov-23 A,22-Nov-23 A,,HE-PI-0490,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline","HE-PR-0070, HE-TS-0010, HE-PI-0480, HE-PI-0420, HE-PR-1200, HE-TS-330","HE-PR-0070: FS, HE-TS-0010: FS, HE-PI-0480: FS, HE-PI-0420: SS, HE-PR-1200: FS, HE-TS-330: FS","HE-PI-0500, HE-CS-1030, HE-CS-1270, HE-PI-0720, HE-HS-0250","HE-PI-0500: FS, HE-CS-1030: FS, HE-CS-1270: FS, HE-PI-0720: FS, HE-HS-0250: FS",2023-11-08 00:00:00,2023-11-22 00:00:00,,"P2543-R01-Oct24..1.EN.7.24.13 Overall Plot Plan - 52"" Pipeline SWEIHAN CRS","P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","Re-Issue after incorporating HAZOP /Review Comments - 52"" Pipeline SWEIHAN CRS","Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",HE-PI-0420,HE-PI-0490,SS,Completed,Completed,0,,0,2,6,5
HE-PI-0490,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",10,0,2023-11-08,2023-11-22,08-Nov-23 A,22-Nov-23 A,,HE-PI-0490,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline","HE-PR-0070, HE-TS-0010, HE-PI-0480, HE-PI-0420, HE-PR-1200, HE-TS-330","HE-PR-0070: FS, HE-TS-0010: FS, HE-PI-0480: FS, HE-PI-0420: SS, HE-PR-1200: FS, HE-TS-330: FS","HE-PI-0500, HE-CS-1030, HE-CS-1270, HE-PI-0720, HE-HS-0250","HE-PI-0500: FS, HE-CS-1030: FS, HE-CS-1270: FS, HE-PI-0720: FS, HE-HS-0250: FS",2023-11-08 00:00:00,2023-11-22 00:00:00,,P2543-R01-Oct24..1.EN.3.19 Heat & Material Balance,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline",Re-Issue after incorporating Review Comments-  H&MB Report,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",HE-PR-1200,HE-PI-0490,FS,Completed,Completed,0,,0,2,6,5
HE-PI-0490,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",10,0,2023-11-08,2023-11-22,08-Nov-23 A,22-Nov-23 A,,HE-PI-0490,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline","HE-PR-0070, HE-TS-0010, HE-PI-0480, HE-PI-0420, HE-PR-1200, HE-TS-330","HE-PR-0070: FS, HE-TS-0010: FS, HE-PI-0480: FS, HE-PI-0420: SS, HE-PR-1200: FS, HE-TS-330: FS","HE-PI-0500, HE-CS-1030, HE-CS-1270, HE-PI-0720, HE-HS-0250","HE-PI-0500: FS, HE-CS-1030: FS, HE-CS-1270: FS, HE-PI-0720: FS, HE-HS-0250: FS",2023-11-08 00:00:00,2023-11-22 00:00:00,,"P2543-R01-Oct24..1.EN.2.2.3 Topographical Survey Report 4"" Line","P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","Issue ICR-Topographical Survey Report 4"" Line","Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",HE-TS-330,HE-PI-0490,FS,Completed,Completed,0,,0,2,6,5
HE-PI-0500,"Obtain Company Approval- Overall Plot Plan - 4"" N2 Source Pipeline",9,0,2024-07-29,2024-08-09,30-Apr-24 A,10-May-24 A,,HE-PI-0500,Completed,P2543-R01-Oct24..1.EN.7.24.14,"Obtain Company Approval- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PI-0490,HE-PI-0490: FS,HE-PI-0510,HE-PI-0510: FS,2024-04-30 07:30:00,2024-05-10 17:30:00,,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline","Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline","Obtain Company Approval- Overall Plot Plan - 4"" N2 Source Pipeline",HE-PI-0490,HE-PI-0500,FS,Completed,Completed,0,,-91,1,1,1
HE-PI-0530,Issue ICR- Plot plan - BVS,9,0,2023-09-15,2023-09-28,15-Sep-23 A,28-Sep-23 A,,HE-PI-0530,Completed,P2543-R01-Oct24..1.EN.7.24.22,Issue ICR- Plot plan - BVS,"HE-PI-0460, HE-PR-0040, HE-PR-1240","HE-PI-0460: SS 5, HE-PR-0040: FS, HE-PR-1240: FS","HE-EL-0070, HC-GN-0250, HE-PI-0540, HE-WS-0050, HE-WS-0030, HE-CS-1150, HE-WS-0090, HE-CS-1090","HE-EL-0070: FS, HC-GN-0250: FS, HE-PI-0540: FS, HE-WS-0050: FS, HE-WS-0030: FS, HE-CS-1150: FS, HE-WS-0090: FS, HE-CS-1090: FS",2023-09-15 00:00:00,2023-09-28 00:00:00,,"P2543-R01-Oct24..1.EN.7.24.14 Overall Plot Plan - 4"" N2 Source Pipeline",P2543-R01-Oct24..1.EN.7.24.22 Plot Plan - Block Valve Station (7 nos),"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",Issue ICR- Plot plan - BVS,HE-PI-0460,HE-PI-0530,SS,Completed,Completed,5,,0,2,3,8
HE-PI-0530,Issue ICR- Plot plan - BVS,9,0,2023-09-15,2023-09-28,15-Sep-23 A,28-Sep-23 A,,HE-PI-0530,Completed,P2543-R01-Oct24..1.EN.7.24.22,Issue ICR- Plot plan - BVS,"HE-PI-0460, HE-PR-0040, HE-PR-1240","HE-PI-0460: SS 5, HE-PR-0040: FS, HE-PR-1240: FS","HE-EL-0070, HC-GN-0250, HE-PI-0540, HE-WS-0050, HE-WS-0030, HE-CS-1150, HE-WS-0090, HE-CS-1090","HE-EL-0070: FS, HC-GN-0250: FS, HE-PI-0540: FS, HE-WS-0050: FS, HE-WS-0030: FS, HE-CS-1150: FS, HE-WS-0090: FS, HE-CS-1090: FS",2023-09-15 00:00:00,2023-09-28 00:00:00,,P2543-R01-Oct24..1.EN.3.7 Process Flow Diagrams,P2543-R01-Oct24..1.EN.7.24.22 Plot Plan - Block Valve Station (7 nos),Issue ICR- Process Flow Diagrams ( New + Existing),Issue ICR- Plot plan - BVS,HE-PR-0040,HE-PI-0530,FS,Completed,Completed,0,,0,2,3,8
HE-PI-0530,Issue ICR- Plot plan - BVS,9,0,2023-09-15,2023-09-28,15-Sep-23 A,28-Sep-23 A,,HE-PI-0530,Completed,P2543-R01-Oct24..1.EN.7.24.22,Issue ICR- Plot plan - BVS,"HE-PI-0460, HE-PR-0040, HE-PR-1240","HE-PI-0460: SS 5, HE-PR-0040: FS, HE-PR-1240: FS","HE-EL-0070, HC-GN-0250, HE-PI-0540, HE-WS-0050, HE-WS-0030, HE-CS-1150, HE-WS-0090, HE-CS-1090","HE-EL-0070: FS, HC-GN-0250: FS, HE-PI-0540: FS, HE-WS-0050: FS, HE-WS-0030: FS, HE-CS-1150: FS, HE-WS-0090: FS, HE-CS-1090: FS",2023-09-15 00:00:00,2023-09-28 00:00:00,,P2543-R01-Oct24..1.EN.3.19 Heat & Material Balance,P2543-R01-Oct24..1.EN.7.24.22 Plot Plan - Block Valve Station (7 nos),Issue ICR- H&MB Report,Issue ICR- Plot plan - BVS,HE-PR-1240,HE-PI-0530,FS,Completed,Completed,0,,0,2,3,8
HE-PI-0540,Receive Company Comments- Plot plan - BVS,9,0,2023-10-02,2023-10-13,02-Oct-23 A,13-Oct-23 A,,HE-PI-0540,Completed,P2543-R01-Oct24..1.EN.7.24.22,Receive Company Comments- Plot plan - BVS,HE-PI-0530,HE-PI-0530: FS,"HE-PI-0550, HE-WS-0020","HE-PI-0550: FS, HE-WS-0020: FS",2023-10-02 00:00:00,2023-10-13 00:00:00,,P2543-R01-Oct24..1.EN.7.24.22 Plot Plan - Block Valve Station (7 nos),P2543-R01-Oct24..1.EN.7.24.22 Plot Plan - Block Valve Station (7 nos),Issue ICR- Plot plan - BVS,Receive Company Comments- Plot plan - BVS,HE-PI-0530,HE-PI-0540,FS,Completed,Completed,0,,0,2,1,2
HE-PI-0550,Re-Issue for HAZOP Studies- Plot plan - BVS,6,0,2023-10-30,2023-11-07,30-Oct-23 A,07-Nov-23 A,,HE-PI-0550,Completed,P2543-R01-Oct24..1.EN.7.24.22,Re-Issue for HAZOP Studies- Plot plan - BVS,"HE-PR-1250, HE-PI-0540, HE-PR-0060","HE-PR-1250: FS, HE-PI-0540: FS, HE-PR-0060: FS","HE-PI-0560, HE-PI-0840, ML1012-B06","HE-PI-0560: FS, HE-PI-0840: FS, ML1012-B06: FS",2023-10-30 00:00:00,2023-11-07 00:00:00,,P2543-R01-Oct24..1.EN.3.19 Heat & Material Balance,P2543-R01-Oct24..1.EN.7.24.22 Plot Plan - Block Valve Station (7 nos),Receive Company Comments-  H&MB Report,Re-Issue for HAZOP Studies- Plot plan - BVS,HE-PR-1250,HE-PI-0550,FS,Completed,Completed,0,,0,2,3,3
HE-PI-0550,Re-Issue for HAZOP Studies- Plot plan - BVS,6,0,2023-10-30,2023-11-07,30-Oct-23 A,07-Nov-23 A,,HE-PI-0550,Completed,P2543-R01-Oct24..1.EN.7.24.22,Re-Issue for HAZOP Studies- Plot plan - BVS,"HE-PR-1250, HE-PI-0540, HE-PR-0060","HE-PR-1250: FS, HE-PI-0540: FS, HE-PR-0060: FS","HE-PI-0560, HE-PI-0840, ML1012-B06","HE-PI-0560: FS, HE-PI-0840: FS, ML1012-B06: FS",2023-10-30 00:00:00,2023-11-07 00:00:00,,P2543-R01-Oct24..1.EN.7.24.22 Plot Plan - Block Valve Station (7 nos),P2543-R01-Oct24..1.EN.7.24.22 Plot Plan - Block Valve Station (7 nos),Receive Company Comments- Plot plan - BVS,Re-Issue for HAZOP Studies- Plot plan - BVS,HE-PI-0540,HE-PI-0550,FS,Completed,Completed,0,,0,2,3,3
HE-PI-0550,Re-Issue for HAZOP Studies- Plot plan - BVS,6,0,2023-10-30,2023-11-07,30-Oct-23 A,07-Nov-23 A,,HE-PI-0550,Completed,P2543-R01-Oct24..1.EN.7.24.22,Re-Issue for HAZOP Studies- Plot plan - BVS,"HE-PR-1250, HE-PI-0540, HE-PR-0060","HE-PR-1250: FS, HE-PI-0540: FS, HE-PR-0060: FS","HE-PI-0560, HE-PI-0840, ML1012-B06","HE-PI-0560: FS, HE-PI-0840: FS, ML1012-B06: FS",2023-10-30 00:00:00,2023-11-07 00:00:00,,P2543-R01-Oct24..1.EN.3.7 Process Flow Diagrams,P2543-R01-Oct24..1.EN.7.24.22 Plot Plan - Block Valve Station (7 nos),Re-Issue for HAZOP Studies- Process Flow Diagrams ( New + Existing),Re-Issue for HAZOP Studies- Plot plan - BVS,HE-PR-0060,HE-PI-0550,FS,Completed,Completed,0,,0,2,3,3
