Activity ID,Activity Name,Original Duration,wbs_id,pred_list,pred_details,succ_list,succ_details,start_date,end_date,Duration
HE-PI-0330,"Receive Company Comments- Overall Plot Plan- 56"" Pipeline Launcher and metering Station (Habshan Complex)",2,P2543-R01-Oct24..1.EN.7.24.11,HE-PI-0320,HE-PI-0320: FS,"HE-WS-0020, HE-PI-0340","HE-WS-0020: FS, HE-PI-0340: FS",2023-11-07 00:00:00,2023-11-09 00:00:00,2
HE-PI-0340,"Re-Issue for HAZOP Studies- Overall Plot Plan- 56"" Pipeline Launcher and metering Station (Habshan Complex)",3,P2543-R01-Oct24..1.EN.7.24.11,"HE-PR-1250, HE-PR-0060, HE-PI-0330, HE-GS-0010, HE-TS-0010, HE-PI-0240, HE-TS-230, HE-GS-140","HE-PR-1250: FS, HE-PR-0060: FS, HE-PI-0330: FS, HE-GS-0010: FS, HE-TS-0010: FS, HE-PI-0240: FS, HE-TS-230: FS, HE-GS-140: FS","HE-PI-0350, ML1012-B06","HE-PI-0350: FS, ML1012-B06: FS",2023-11-10 00:00:00,2023-11-15 00:00:00,5
HE-PI-0350,"Re-Issue after HAZOP /Review Comments- Overall Plot Plan- 56"" Pipeline Launcher and metering Station (Habshan Complex)",7,P2543-R01-Oct24..1.EN.7.24.11,"HE-TS-0010, HE-PI-0340, HE-PR-0070, HE-PR-1200, HE-TS-230","HE-TS-0010: FS, HE-PI-0340: FS, HE-PR-0070: FS, HE-PR-1200: FS, HE-TS-230: FS","HE-HS-0250, HE-CS-1270, HE-PI-0360, HE-CS-1030, HE-PI-0600","HE-HS-0250: FS, HE-CS-1270: FS, HE-PI-0360: FS, HE-CS-1030: FS, HE-PI-0600: FS",2023-11-28 00:00:00,2023-12-08 00:00:00,10
HE-PI-0360,"Obtain Company Approval- Overall Plot Plan- 56"" Pipeline Launcher and metering Station (Habshan Complex)",10,P2543-R01-Oct24..1.EN.7.24.11,HE-PI-0350,HE-PI-0350: FS,HE-PI-0370,HE-PI-0370: FS,2023-12-12 00:00:00,2023-12-26 00:00:00,14
HE-PI-0390,"Issue ICR- Overall Plot Plan-52"" Pipeline SWEIHAN CRS",5,P2543-R01-Oct24..1.EN.7.24.13,"HE-PR-0040, HE-PR-1240, HE-PR-0050, HE-PR-1040","HE-PR-0040: FS, HE-PR-1240: FS, HE-PR-0050: FS, HE-PR-1040: FS","HE-PI-0460, HE-PL-2570, HE-PR-0970, HE-PL-2630, HE-WS-0030, HE-PI-0400, HE-WS-0050, HE-PI-0130, HE-CS-0730, HC-GN-0250, HE-WS-0090, HE-PI-0320","HE-PI-0460: SS, HE-PL-2570: FS, HE-PR-0970: FS, HE-PL-2630: FS, HE-WS-0030: FS, HE-PI-0400: FS, HE-WS-0050: FS, HE-PI-0130: FS, HE-CS-0730: FS, HC-GN-0250: FS, HE-WS-0090: FS, HE-PI-0320: SS 5",2023-09-20 00:00:00,2023-09-27 00:00:00,7
HE-PI-0400,"Receive Company Comments- Overall Plot Plan - 52"" Pipeline SWEIHAN CRS",9,P2543-R01-Oct24..1.EN.7.24.13,HE-PI-0390,HE-PI-0390: FS,"HE-PI-0410, HE-WS-0020","HE-PI-0410: FS, HE-WS-0020: FS",2023-10-02 00:00:00,2023-10-13 00:00:00,11
HE-PI-0410,"Re-Issue for HAZOP Studies- Overall Plot Plan - 52"" Pipeline SWEIHAN CRS",6,P2543-R01-Oct24..1.EN.7.24.13,"HE-PR-1250, HE-PR-0060, HE-PI-0400","HE-PR-1250: FS, HE-PR-0060: FS, HE-PI-0400: FS","HE-PI-0420, ML1012-B06","HE-PI-0420: FS, ML1012-B06: FS",2023-10-30 00:00:00,2023-11-07 00:00:00,8
HE-PI-0420,"Re-Issue after incorporating HAZOP /Review Comments - 52"" Pipeline SWEIHAN CRS",10,P2543-R01-Oct24..1.EN.7.24.13,"HE-PI-0410, HE-PR-0070, HE-TS-0010, HE-PR-1200","HE-PI-0410: FS, HE-PR-0070: FS, HE-TS-0010: FS, HE-PR-1200: FS","HE-CS-1270, HE-PI-0430, HE-PI-0660, HE-HS-0250, HE-CS-1030, HE-PI-0490","HE-CS-1270: FS, HE-PI-0430: FS, HE-PI-0660: FS, HE-HS-0250: FS, HE-CS-1030: FS, HE-PI-0490: SS",2023-11-08 00:00:00,2023-11-22 00:00:00,14
HE-PI-0430,"Obtain Company Approval- Overall Plot Plan - 52"" Pipeline SWEIHAN CRS",10,P2543-R01-Oct24..1.EN.7.24.13,HE-PI-0420,HE-PI-0420: FS,HE-PI-0440,HE-PI-0440: FS,2024-01-09 00:00:00,2024-01-23 00:00:00,14
HE-PI-0460,"Issue ICR- Overall Plot Plan - 4"" N2 Source Pipeline",9,P2543-R01-Oct24..1.EN.7.24.14,"HE-PI-0390, HE-PR-0040, HE-PR-1240, HE-PI-0320","HE-PI-0390: SS, HE-PR-0040: FS, HE-PR-1240: FS, HE-PI-0320: SS 5","HE-PL-3580, HE-PI-0530, HE-PI-0470, HE-PL-2690, HE-WS-0030, HE-PI-0130, HE-WS-0050, HC-GN-0250, HE-WS-0090","HE-PL-3580: FS, HE-PI-0530: SS 5, HE-PI-0470: FS, HE-PL-2690: FS, HE-WS-0030: FS, HE-PI-0130: FS, HE-WS-0050: FS, HC-GN-0250: FS, HE-WS-0090: FS",2023-09-15 00:00:00,2023-09-28 00:00:00,13
HE-PI-0470,"Receive Company Comments- Overall Plot Plan - 4"" N2 Source Pipeline",9,P2543-R01-Oct24..1.EN.7.24.14,HE-PI-0460,HE-PI-0460: FS,"HE-PI-0480, HE-WS-0020","HE-PI-0480: FS, HE-WS-0020: FS",2023-10-02 00:00:00,2023-10-13 00:00:00,11
HE-PI-0480,"Re-Issue for HAZOP Studies- Overall Plot Plan - 4"" N2 Source Pipeline",6,P2543-R01-Oct24..1.EN.7.24.14,"HE-PR-1250, HE-PI-0470, HE-PR-0060","HE-PR-1250: FS, HE-PI-0470: FS, HE-PR-0060: FS","ML1012-B06, HE-PI-0490","ML1012-B06: FS, HE-PI-0490: FS",2023-10-30 00:00:00,2023-11-07 00:00:00,8
HE-PI-0490,"Re-Issue after incorporating HAZOP /Review Comments - 4"" N2 Source Pipeline",10,P2543-R01-Oct24..1.EN.7.24.14,"HE-PR-0070, HE-TS-0010, HE-PI-0480, HE-PI-0420, HE-PR-1200, HE-TS-330","HE-PR-0070: FS, HE-TS-0010: FS, HE-PI-0480: FS, HE-PI-0420: SS, HE-PR-1200: FS, HE-TS-330: FS","HE-PI-0500, HE-CS-1030, HE-CS-1270, HE-PI-0720, HE-HS-0250","HE-PI-0500: FS, HE-CS-1030: FS, HE-CS-1270: FS, HE-PI-0720: FS, HE-HS-0250: FS",2023-11-08 00:00:00,2023-11-22 00:00:00,14
HE-PI-0500,"Obtain Company Approval- Overall Plot Plan - 4"" N2 Source Pipeline",9,P2543-R01-Oct24..1.EN.7.24.14,HE-PI-0490,HE-PI-0490: FS,HE-PI-0510,HE-PI-0510: FS,2024-04-30 07:30:00,2024-05-10 17:30:00,10
HE-PI-0530,Issue ICR- Plot plan - BVS,9,P2543-R01-Oct24..1.EN.7.24.22,"HE-PI-0460, HE-PR-0040, HE-PR-1240","HE-PI-0460: SS 5, HE-PR-0040: FS, HE-PR-1240: FS","HE-EL-0070, HC-GN-0250, HE-PI-0540, HE-WS-0050, HE-WS-0030, HE-CS-1150, HE-WS-0090, HE-CS-1090","HE-EL-0070: FS, HC-GN-0250: FS, HE-PI-0540: FS, HE-WS-0050: FS, HE-WS-0030: FS, HE-CS-1150: FS, HE-WS-0090: FS, HE-CS-1090: FS",2023-09-15 00:00:00,2023-09-28 00:00:00,13
HE-PI-0540,Receive Company Comments- Plot plan - BVS,9,P2543-R01-Oct24..1.EN.7.24.22,HE-PI-0530,HE-PI-0530: FS,"HE-PI-0550, HE-WS-0020","HE-PI-0550: FS, HE-WS-0020: FS",2023-10-02 00:00:00,2023-10-13 00:00:00,11
HE-PI-0550,Re-Issue for HAZOP Studies- Plot plan - BVS,6,P2543-R01-Oct24..1.EN.7.24.22,"HE-PR-1250, HE-PI-0540, HE-PR-0060","HE-PR-1250: FS, HE-PI-0540: FS, HE-PR-0060: FS","HE-PI-0560, HE-PI-0840, ML1012-B06","HE-PI-0560: FS, HE-PI-0840: FS, ML1012-B06: FS",2023-10-30 00:00:00,2023-11-07 00:00:00,8
HE-PI-0560,Re-Issue after incorporating HAZOP / Review Comments- Plot plan - BVS,10,P2543-R01-Oct24..1.EN.7.24.22,"HE-PI-0550, HE-TS-0010, HE-PR-0070, HE-PR-1200","HE-PI-0550: FS, HE-TS-0010: FS, HE-PR-0070: FS, HE-PR-1200: FS","HE-EL-1630, HE-EL-1570, HE-PI-0570, HE-CS-0910, HE-HS-0250, HE-PI-0840, HE-PI-0780","HE-EL-1630: FS, HE-EL-1570: FS, HE-PI-0570: FS, HE-CS-0910: FS, HE-HS-0250: FS, HE-PI-0840: FS, HE-PI-0780: FS",2023-11-08 00:00:00,2023-11-22 00:00:00,14
HE-PI-0570,Obtain Company Approval- Plot plan - BVS,5,P2543-R01-Oct24..1.EN.7.24.22,HE-PI-0560,HE-PI-0560: FS,"HE-PI-0580, HE-CS-0430","HE-PI-0580: FS, HE-CS-0430: FS",2024-01-15 00:00:00,2024-01-22 00:00:00,7
HE-PI-0600,"Issue ICR-Piping GA-56"" Pipeline Launcher and metering Station (Habshan Complex)",5,P2543-R01-Oct24..1.EN.7.11.8,"HE-PI-0180, HE-PR-0610, HE-PI-0350, HE-PI-0320","HE-PI-0180: FS 10, HE-PR-0610: FS, HE-PI-0350: FS, HE-PI-0320: FS",HE-PI-0610,HE-PI-0610: FS,2024-09-29 07:30:00,2024-10-04 17:30:00,5
HE-PI-0610,"Receive Company Comments-56"" Pipeline Launcher and metering Station (Habshan Complex)",6,P2543-R01-Oct24..1.EN.7.11.8,HE-PI-0600,HE-PI-0600: FS,HE-PI-0620,HE-PI-0620: FS,2024-10-04 07:30:00,2024-10-11 17:30:00,7
HE-PI-0620,"Re-Issue for Approval-Piping GA -56"" Pipeline Launcher and metering Station (Habshan Complex)",6,P2543-R01-Oct24..1.EN.7.11.8,"HM-ME-0410, HE-PI-0610, HE-PR-0040, HE-PR-1240, HE-PR-1250, HE-PR-0060, HE-WS-0030, HE-HS-0670, HE-PR-0070, HE-PR-1200, HE-PR-0090, HE-PR-0650, HE-PR-1220, HE-PR-0830, HE-PR-0770, HE-PR-0140, HE-PR-0110, HE-PR-0730, HE-PR-0790, HE-PI-0160","HM-ME-0410: FS, HE-PI-0610: FS, HE-PR-0040: FS, HE-PR-1240: FS, HE-PR-1250: FS, HE-PR-0060: FS, HE-WS-0030: FS, HE-HS-0670: SS, HE-PR-0070: FS, HE-PR-1200: FS, HE-PR-0090: FS, HE-PR-0650: FS, HE-PR-1220: FS, HE-PR-0830: FS, HE-PR-0770: FS, HE-PR-0140: FS,",HE-PI-0630,HE-PI-0630: FS,2024-10-11 07:30:00,2024-10-18 17:30:00,7
HE-PI-0630,"Obtain Company Approval-Piping GA-56"" Pipeline Launcher and metering Station (Habshan Complex)",4,P2543-R01-Oct24..1.EN.7.11.8,HE-PI-0620,HE-PI-0620: FS,HE-PI-0640,HE-PI-0640: FS,2024-10-18 07:30:00,2024-10-23 17:30:00,5
HE-PI-0660,"Issue ICR-Piping GA for 52"" Pipeline SWEIHAN CRS",5,P2543-R01-Oct24..1.EN.7.11.25,"HE-PI-0420, HE-PR-0610","HE-PI-0420: FS, HE-PR-0610: FS","HE-PI-0720, HE-PI-0670","HE-PI-0720: FF, HE-PI-0670: FS",2024-09-02 07:30:00,2024-09-06 17:30:00,4
HE-PI-0670,"Receive Company Comments-Piping GA for 52"" Pipeline SWEIHAN CRS",5,P2543-R01-Oct24..1.EN.7.11.25,HE-PI-0660,HE-PI-0660: FS,"HE-PI-0680, HE-PI-0750, HE-PI-0730","HE-PI-0680: FS, HE-PI-0750: FS, HE-PI-0730: FS",2024-09-09 07:30:00,2024-09-13 17:30:00,4
HE-PI-0680,"Re-Issue for Approval-Piping GA for 52"" Pipeline SWEIHAN CRS",5,P2543-R01-Oct24..1.EN.7.11.25,"HE-PI-0670, HM-ME-0410","HE-PI-0670: FS, HM-ME-0410: FS","HE-PI-1220, HE-PI-0690","HE-PI-1220: FS, HE-PI-0690: FS",2024-09-16 07:30:00,2024-09-20 17:30:00,4
HE-PI-0690,"Obtain Company Approval-Piping GA for 52"" Pipeline SWEIHAN CRS",5,P2543-R01-Oct24..1.EN.7.11.25,HE-PI-0680,HE-PI-0680: FS,HE-PI-0700,HE-PI-0700: FS,2024-09-23 07:30:00,2024-09-27 17:30:00,4
HE-PI-0780,Issue ICR - Piping GA Drawings for 591-BVS-01,5,P2543-R01-Oct24..1.EN.7.11.4,"HE-PI-0560, HE-PR-0610","HE-PI-0560: FS, HE-PR-0610: FS","HE-PI-0840, HE-PI-0790","HE-PI-0840: FS, HE-PI-0790: FS",2024-09-02 07:30:00,2024-09-06 17:30:00,4
HE-PI-0790,Receive Company Comments-Piping GA Drawings for 591-BVS-01,5,P2543-R01-Oct24..1.EN.7.11.4,HE-PI-0780,HE-PI-0780: FS,"HE-PI-0800, HE-PI-0850","HE-PI-0800: FS, HE-PI-0850: FS",2024-09-09 07:30:00,2024-09-13 17:30:00,4
HE-PI-0800,Re-Issue for Approval-Piping GA Drawings for 591-BVS-01,5,P2543-R01-Oct24..1.EN.7.11.4,HE-PI-0790,HE-PI-0790: FS,"HE-PI-1220, HE-PI-0810","HE-PI-1220: FS, HE-PI-0810: FS",2024-09-16 07:30:00,2024-09-20 17:30:00,4
HE-PI-0810,Obtain Company Approval-Piping GA Drawings for 591-BVS-01,5,P2543-R01-Oct24..1.EN.7.11.4,HE-PI-0800,HE-PI-0800: FS,HE-PI-0820,HE-PI-0820: FS,2024-09-23 07:30:00,2024-09-27 17:30:00,4
HE-PI-0840,Issue ICR-Piping GA for 591-BVS-01 to 06,6,P2543-R01-Oct24..1.EN.7.11.28,"HE-PI-0780, HE-PR-0610, HE-PI-0550, HE-PI-0560","HE-PI-0780: FS, HE-PR-0610: FS, HE-PI-0550: FS, HE-PI-0560: FS",HE-PI-0850,HE-PI-0850: FS,2024-09-16 07:30:00,2024-09-23 17:30:00,7
HE-PI-0850,Receive Company Comments-Piping GA for 591-BVS-01 to 06,4,P2543-R01-Oct24..1.EN.7.11.28,"HE-PI-0840, HE-PI-0790","HE-PI-0840: FS, HE-PI-0790: FS",HE-PI-0860,HE-PI-0860: FS,2024-09-23 07:30:00,2024-09-26 17:30:00,3
HE-PI-0860,Re-Issue for Approval-Piping GA for 591-BVS-01 to 06,3,P2543-R01-Oct24..1.EN.7.11.28,HE-PI-0850,HE-PI-0850: FS,HE-PI-0870,HE-PI-0870: FS,2024-09-26 07:30:00,2024-09-30 17:30:00,4
HE-PI-0870,Obtain Company Approval-Piping GA for 591-BVS-01 to 06,5,P2543-R01-Oct24..1.EN.7.11.28,HE-PI-0860,HE-PI-0860: FS,HE-PI-0880,HE-PI-0880: FS,2024-09-30 07:30:00,2024-10-04 17:30:00,4
HE-PI-0900,Issue ICR-Data sheet for Ball Valves,4,P2543-R01-Oct24..1.EN.7.4.9,"HE-PR-1090, HE-PR-0110","HE-PR-1090: FF, HE-PR-0110: FS","HE-IC-1210, HE-IC-1090, HE-IC-1030, HE-PI-0910, HE-PI-1020, HE-PI-3580, HE-IC-1750, HE-IC-1770, HE-IC-1250, HE-IC-1790, CAB-4460","HE-IC-1210: FS, HE-IC-1090: FS, HE-IC-1030: FS, HE-PI-0910: FS, HE-PI-1020: FS, HE-PI-3580: FS 5, HE-IC-1750: FS, HE-IC-1770: FS, HE-IC-1250: FS, HE-IC-1790: FS, CAB-4460: FS",2023-09-22 00:00:00,2023-09-28 00:00:00,6
HE-PI-0910,Receive Company Comments-Data sheet for Ball Valves,7,P2543-R01-Oct24..1.EN.7.4.9,HE-PI-0900,HE-PI-0900: FS,HE-PI-0920,HE-PI-0920: FS,2023-09-30 00:00:00,2023-10-11 00:00:00,11
HE-PI-0920,Re-Issue for Approval-Data sheet for Ball Valves,5,P2543-R01-Oct24..1.EN.7.4.9,HE-PI-0910,HE-PI-0910: FS,"HE-PI-0930, HE-PI-1040","HE-PI-0930: FS, HE-PI-1040: FS",2023-10-31 00:00:00,2023-11-07 00:00:00,7
HE-PI-0930,Obtain Company Approval-Data sheet for Ball Valves,4,P2543-R01-Oct24..1.EN.7.4.9,HE-PI-0920,HE-PI-0920: FS,HE-PI-0940,HE-PI-0940: FS,2023-11-08 00:00:00,2023-11-14 00:00:00,6
HE-PI-0940,Final Issue for Design/ Construction-Datasheet for Ball valves,5,P2543-R01-Oct24..1.EN.7.4.9,HE-PI-0930,HE-PI-0930: FS,"HE-PI-1060, CAB-4440, HE-IC-1750","HE-PI-1060: FS, CAB-4440: FS, HE-IC-1750: FS 10",2023-11-15 00:00:00,2023-11-22 00:00:00,7
HE-PI-3580,Issue ICR-Data sheet for Check Valves,4,P2543-R01-Oct24..1.EN.7.4.1,HE-PI-0900,HE-PI-0900: FS 5,"HE-PI-3590, HE-PI-3630","HE-PI-3590: FS, HE-PI-3630: FS",2023-09-22 00:00:00,2023-09-28 00:00:00,6
HE-PI-3590,Receive Company Comments-Data sheet for Check Valves,8,P2543-R01-Oct24..1.EN.7.4.1,HE-PI-3580,HE-PI-3580: FS,HE-PI-3600,HE-PI-3600: FS,2023-10-05 00:00:00,2023-10-17 00:00:00,12
HE-PI-3600,Re-Issue for Approval-Data sheet for Check Valves,5,P2543-R01-Oct24..1.EN.7.4.1,HE-PI-3590,HE-PI-3590: FS,HE-PI-3610,HE-PI-3610: FS,2023-10-31 00:00:00,2023-11-07 00:00:00,7
HE-PI-3610,Obtain Company Approval-Data sheet for Check Valves,4,P2543-R01-Oct24..1.EN.7.4.1,HE-PI-3600,HE-PI-3600: FS,HE-PI-3620,HE-PI-3620: FS,2023-11-08 00:00:00,2023-11-14 00:00:00,6
HE-PI-3620,Final Issue for Design/ Construction-Datasheet for Check valves,5,P2543-R01-Oct24..1.EN.7.4.1,HE-PI-3610,HE-PI-3610: FS,HE-PI-3670,HE-PI-3670: FS,2023-11-15 00:00:00,2023-11-22 00:00:00,7
HE-PI-0960,Issue ICR- Datasheet for Plug Valves,4,P2543-R01-Oct24..1.EN.7.4.2,"HE-PR-0110, HE-PR-1090","HE-PR-0110: FS, HE-PR-1090: FF","HE-PI-0970, HE-PI-1020, HE-PI-1320, HE-IC-1090, HE-IC-1150","HE-PI-0970: FS, HE-PI-1020: FS, HE-PI-1320: FS, HE-IC-1090: FS, HE-IC-1150: FF",2023-09-22 00:00:00,2023-09-28 00:00:00,6
HE-PI-0970,Receive Company Comments- Datasheet for Plug Valves,7,P2543-R01-Oct24..1.EN.7.4.2,HE-PI-0960,HE-PI-0960: FS,HE-PI-0980,HE-PI-0980: FS,2023-09-30 00:00:00,2023-10-11 00:00:00,11
HE-PI-0980,Re-Issue for Approval- Datasheet for Plug Valves,5,P2543-R01-Oct24..1.EN.7.4.2,HE-PI-0970,HE-PI-0970: FS,"HE-PI-1040, HE-PI-0990","HE-PI-1040: FS, HE-PI-0990: FS",2023-10-31 00:00:00,2023-11-07 00:00:00,7
HE-PI-0990,Obtain Company Approval- Datasheet for Plug Valves,4,P2543-R01-Oct24..1.EN.7.4.2,HE-PI-0980,HE-PI-0980: FS,HE-PI-1000,HE-PI-1000: FS,2023-11-08 00:00:00,2023-11-14 00:00:00,6
HE-PI-1000,Final Issue for Design/ Construction-Datasheet for Plug valves,5,P2543-R01-Oct24..1.EN.7.4.2,HE-PI-0990,HE-PI-0990: FS,"HE-PI-1060, CAB-4440","HE-PI-1060: FS, CAB-4440: FS",2023-11-15 00:00:00,2023-11-22 00:00:00,7
HE-PI-1320,Issue ICR- Datasheet for Piping Special Items,22,P2543-R01-Oct24..1.EN.7.4.15,HE-PI-0960,HE-PI-0960: FS,"HE-PI-1330, HE-PI-3530","HE-PI-1330: FS, HE-PI-3530: FS",2023-11-16 00:00:00,2023-12-19 00:00:00,33
HE-PI-1330,Receive Company Comments- Datasheet for Piping Special Items,5,P2543-R01-Oct24..1.EN.7.4.15,HE-PI-1320,HE-PI-1320: FS,HE-PI-1340,HE-PI-1340: FS,2023-12-19 00:00:00,2023-12-26 00:00:00,7
HE-PI-1340,Re-Issue for Approval- Datasheet for Piping Special Items,12,P2543-R01-Oct24..1.EN.7.4.15,HE-PI-1330,HE-PI-1330: FS,HE-PI-1350,HE-PI-1350: FS,2024-01-29 00:00:00,2024-02-14 00:00:00,16
HE-PI-1350,Obtain Company Approval- Datasheet for Piping Special Items,9,P2543-R01-Oct24..1.EN.7.4.15,HE-PI-1340,HE-PI-1340: FS,HE-PI-1310,HE-PI-1310: FS,2024-02-26 00:00:00,2024-03-08 00:00:00,11
HE-PI-1310,Final Issue for Design/ Construction-Datasheet for Piping Special Items,73,P2543-R01-Oct24..1.EN.7.4.15,HE-PI-1350,HE-PI-1350: FS,HE-PI-3720,HE-PI-3720: FF,2024-03-10 00:00:00,2024-07-02 17:30:00,114
HE-PI-1030,Receive Company Comments-MR for Ball valves/ Plug Valves,7,P2543-R01-Oct24..1.EN.7.8.18,HE-PI-1020,HE-PI-1020: FS,"HE-PI-1040, HE-PI-1080","HE-PI-1040: FS, HE-PI-1080: FS",2023-11-29 00:00:00,2023-12-09 00:00:00,10
HE-PI-1020,Issue ICR-MR for Ball valves/ Plug Valves,11,P2543-R01-Oct24..1.EN.7.8.18,"HE-PI-0960, HE-PI-0900, HE-DB-0010, HE-PI-0010","HE-PI-0960: FS, HE-PI-0900: FS, HE-DB-0010: FS, HE-PI-0010: FS","HE-PI-1030, HP-ME-1070","HE-PI-1030: FS, HP-ME-1070: FS",2023-11-29 00:00:00,2023-12-15 00:00:00,16
HE-PI-1040,Re-Issue for Approval-MR for Ball valves/ Plug Valves,53,P2543-R01-Oct24..1.EN.7.8.18,"HE-PI-1030, HE-PI-0980, HE-PI-0920","HE-PI-1030: FS, HE-PI-0980: FS, HE-PI-0920: FS",HE-PI-1050,HE-PI-1050: FS,2023-12-04 00:00:00,2024-02-16 00:00:00,74
HE-PI-1050,Obtain Company Approval-MR for Ball valves/ Plug Valves,53,P2543-R01-Oct24..1.EN.7.8.18,HE-PI-1040,HE-PI-1040: FS,HE-PI-1060,HE-PI-1060: FS,2023-12-04 00:00:00,2024-02-16 00:00:00,74
HE-PI-1060,Final Issue for Design/ Construction-Material Requisition for Ball/ Plug Valves,15,P2543-R01-Oct24..1.EN.7.8.18,"HE-PI-0940, HE-PI-1050, HE-PI-1000","HE-PI-0940: FS, HE-PI-1050: FS, HE-PI-1000: FS","CAB-4440, HP-ME-1090","CAB-4440: FS, HP-ME-1090: FS",2024-02-16 00:00:00,2024-03-08 00:00:00,21
HE-PI-3630,Issue ICR-MR for Check Valves,7,P2543-R01-Oct24..1.EN.7.8.1,HE-PI-3580,HE-PI-3580: FS,"HE-PI-3640, HE-PI-3730","HE-PI-3640: FS, HE-PI-3730: FS",2023-12-06 00:00:00,2023-12-15 00:00:00,9
HE-PI-3640,Receive Company Comments-MR for Check Valves,5,P2543-R01-Oct24..1.EN.7.8.1,HE-PI-3630,HE-PI-3630: FS,"HE-PI-3650, HE-PI-3730","HE-PI-3650: FS, HE-PI-3730: FS",2023-12-29 00:00:00,2024-01-08 00:00:00,10
HE-PI-3650,Re-Issue for Approval-MR for Check Valves,14,P2543-R01-Oct24..1.EN.7.8.1,HE-PI-3640,HE-PI-3640: FS,HE-PI-3660,HE-PI-3660: FS,2024-02-26 00:00:00,2024-03-17 00:00:00,20
HE-PI-3660,Obtain Company Approval-MR for Check Valves,9,P2543-R01-Oct24..1.EN.7.8.1,HE-PI-3650,HE-PI-3650: FS,HE-PI-3670,HE-PI-3670: FS,2024-03-04 00:00:00,2024-03-17 00:00:00,13
HE-PI-3670,Final Issue for Design/ Construction-Material Requisition for Check Valves,9,P2543-R01-Oct24..1.EN.7.8.1,"HE-PI-3660, HE-PI-3620","HE-PI-3660: FS, HE-PI-3620: FS",HE-PI-3770,HE-PI-3770: FS,2024-03-04 00:00:00,2024-03-17 00:00:00,13
HE-PI-3680,Issue ICR-MR for Piping Special Items,4,P2543-R01-Oct24..1.EN.7.8.2,HE-PI-3530,HE-PI-3530: SS 5,"HE-PI-3690, HE-PI-1410","HE-PI-3690: FS, HE-PI-1410: FS",2023-12-29 00:00:00,2024-01-05 00:00:00,7
HE-PI-3690,Receive Company Comments-MR for Piping Special Items,5,P2543-R01-Oct24..1.EN.7.8.2,HE-PI-3680,HE-PI-3680: FS,"HE-PI-3700, HE-PI-1410","HE-PI-3700: FS, HE-PI-1410: FS",2024-01-08 00:00:00,2024-01-15 00:00:00,7
HE-PI-3700,Re-Issue for Approval-MR for Piping Special Items,43,P2543-R01-Oct24..1.EN.7.8.2,HE-PI-3690,HE-PI-3690: FS,HE-PI-3710,HE-PI-3710: FS,2024-01-16 00:00:00,2024-03-17 00:00:00,61
HE-PI-3710,Obtain Company Approval-MR for Piping Special Items,16,P2543-R01-Oct24..1.EN.7.8.2,HE-PI-3700,HE-PI-3700: FS,HE-PI-3720,HE-PI-3720: FS,2024-03-04 00:00:00,2024-03-28 00:00:00,24
HE-PI-3530,Issue ICR-MR for Piping Bulks,24,P2543-R01-Oct24..1.EN.7.8.6,HE-PI-1320,HE-PI-1320: FS,"HE-PI-3540, HE-PI-1360, HE-PI-3680","HE-PI-3540: FS, HE-PI-1360: FS, HE-PI-3680: SS 5",2023-12-12 00:00:00,2024-01-16 00:00:00,35
HE-PI-3540,Receive Company Comments-MR for Piping Bulks,7,P2543-R01-Oct24..1.EN.7.8.6,HE-PI-3530,HE-PI-3530: FS,"HE-PI-3550, HE-PI-1360","HE-PI-3550: FS, HE-PI-1360: FS",2024-01-17 00:00:00,2024-01-26 00:00:00,9
HE-PI-3550,Re-Issue for Approval-MR for Piping Bulks,66,P2543-R01-Oct24..1.EN.7.8.6,HE-PI-3540,HE-PI-3540: FS,HE-PI-3560,HE-PI-3560: FS,2024-01-16 00:00:00,2024-04-25 00:00:00,100
HE-PI-3560,Obtain Company Approval-MR for Piping Bulks,14,P2543-R01-Oct24..1.EN.7.8.6,HE-PI-3550,HE-PI-3550: FS,HE-PI-3570,HE-PI-3570: FS,2024-04-26 00:00:00,2024-05-16 00:00:00,20
HE-PI-3570,Final Issue for Design/ Construction-Material Requisition for Piping Bulks & Special Items,8,P2543-R01-Oct24..1.EN.7.8.6,HE-PI-3560,HE-PI-3560: FS,"HE-PI-1400, HE-PI-1450, HE-PI-1450, HE-PI-1260","HE-PI-1400: FS, HE-PI-1450: FS, HE-PI-1450: FF, HE-PI-1260: FS",2024-06-04 00:00:00,2024-06-14 00:00:00,10
HE-PI-1360,"Issue ICR- TBE for Piping Bulks (Pipe, Flange, etc)",46,P2543-R01-Oct24..1.EN.7.2.17,"HE-PI-3530, HE-PI-3540","HE-PI-3530: FS, HE-PI-3540: FS",HE-PI-1370,HE-PI-1370: FS,2024-01-29 00:00:00,2024-04-04 00:00:00,66
HE-PI-1370,"Receive Company Comments- TBE for Piping Bulks (Pipe, Flange, etc)",12,P2543-R01-Oct24..1.EN.7.2.17,HE-PI-1360,HE-PI-1360: FS,HE-PI-1380,HE-PI-1380: FS,2024-03-19 00:00:00,2024-04-06 00:00:00,18
HE-PI-1380,"Re-Issue for Approval- TBE for Piping Bulks (Pipe, Flange, etc)",30,P2543-R01-Oct24..1.EN.7.2.17,HE-PI-1370,HE-PI-1370: FS,HE-PI-1390,HE-PI-1390: FS,2024-04-25 00:00:00,2024-06-06 07:30:00,42
